Titulo,Orgao,Tipos de Atendimento,Solicitação pela Internet,Entidade,Secretaria,Tipo,Forma Solicitação,Tipo Sistema,Observações
Licenciamento (Atividades Veterinárias),Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
"Licenciamento (Camping, Ensino de Esportes, Manutenção de Cemitérios e Serviço de Cremação)",Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
"Licenciamento (Captação, Tratamento e Distribuição de Água )",Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
"Licenciamento (Clubes Sociais, Desportivos e Similares)",Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Licenciamento (Comércio Atacadista de Alimento),Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Licenciamento (Comércio Varejista de Alimentos),Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Licenciamento (Comércio Varejista de Artigos de Ótica),Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Licenciamento (Comércio Varejista de Medicamentos),Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Licenciamento (Depósito de Produtos de Saúde),Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Licenciamento (Educação Infantil/Creches),Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
"Licenciamento (Enfermagem, Nutrição, Psicologia, Fisioterapia, Terapia Ocupacional e Fonoaudiologia)",Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Licenciamento (Equipamento de Raio-X Veterinário),Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Licenciamento (Fabricação Artesanal de Alimentos),Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Licenciamento (Instituições de Permanência para Idosos),Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
"Licenciamento (Serviços de Esgoto, Coleta de Resíduos, Sucata, Aluguel de Objetos, Atividades Esportivas, Parque de Diversão e Outros)",Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
"Licenciamento (Serviços de Saúde, Assistência Social, Albergues e Orfanatos)",Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Licenciamento (Serviços de tatuagem e colocação de piercing - CNAE 9609-2/06),Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Licenciamento (Serviços de Transporte de Produtos),Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Notificação de Casos Suspeitos,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Oficinas para Pacientes Psiquiátricos,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Palestras sobre Educação em Saúde,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Programa Bolsa Família: Acompanhamento Nutricional,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Programa Controle em Casa,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Programa de Combate ao Tabagismo,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Programa de Controle da Tuberculose,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Programa de Controle de Hanseníase,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Programa de DST/AIDS,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Programa de Medicamento em Casa,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Programa de Medicamento Gratuito,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Programa de Órtese e Prótese,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Programa de Planejamento Familiar,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Programa Hiperdia,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Programa Mãe Mogiana,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Programa Melhor em Casa,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Programa Nacional de Suplementação de Vitamina A,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Programa Oxigenoterapia Domiciliar,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Prorrogação de Prazo de Determinação Técnica,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Recolhimento de Multa,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Suporte Terapêutico a Pacientes com Transtornos Psiquiátricos,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Transporte para Consultas e Tratamentos,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Tratamento Fora do Domicílio,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Treinamento para Manipuladores de Alimentos,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Treinamento para Produtores Artesanais de Alimentos,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Urgências e Emergências em Saúde,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Vacina contra Catapora em Escolas,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Vacina contra Febre Amarela,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Vacinação Antirrábica em Cães e Gatos,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Vacinas Imunobiológicos Especiais,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Vistoria Zoosanitária,Secretaria de Saúde e Bem-Estar,Presencial,,Prefeitura,Saúde e Bem-Estar,Serviço,Presencial,Não tem (Presencial),
Cópia de Boletim de Ocorrência da Guarda Municipal,Secretaria de Segurança,Presencial,,Prefeitura,Segurança,Serviço,Presencial,Não tem (Presencial),
Denúncia de Ateamento de Fogo em Resíduos Sólidos,Secretaria de Segurança,Presencial,,Prefeitura,Segurança,Serviço,Presencial,Não tem (Presencial),
Denúncia de Invasão em Área Pública,Secretaria de Segurança,Presencial,,Prefeitura,Segurança,Serviço,Presencial,Não tem (Presencial),
Denúncia sobre a Lei do Silêncio,Secretaria de Segurança,Presencial,,Prefeitura,Segurança,Serviço,Presencial,Não tem (Presencial),
Denúncia sobre tempo de espera em fila de banco,Secretaria de Segurança,Presencial,,Prefeitura,Segurança,Serviço,Presencial,Não tem (Presencial),
Informações sobre a Lei Mogi Mais Viva,Secretaria de Segurança,Presencial,,Prefeitura,Segurança,Informação,Presencial,Não tem (Presencial),
Retirada de Produtos Apreendidos,Secretaria de Segurança,Presencial,,Prefeitura,Segurança,Serviço,Presencial,Não tem (Presencial),
Ronda nas Praças e Patrimônios Públicos,Secretaria de Segurança,Presencial,,Prefeitura,Segurança,Serviço,Presencial,Não tem (Presencial),
Vistoria em Muro Danificado e/ou Caído,Secretaria de Segurança,Presencial,,Prefeitura,Segurança,Serviço,Presencial,Não tem (Presencial),
2ª Via do Título de Concessão de Sepultura ou de Nicho,Secretaria de Serviços Urbanos e Zeladoria,Presencial,,Prefeitura,Serviços Urbanos e Zeladoria,Serviço,Presencial,Não tem (Presencial),
Averbação ou Retificação da Concessão de Sepultura,Secretaria de Serviços Urbanos e Zeladoria,Presencial,,Prefeitura,Serviços Urbanos e Zeladoria,Serviço,Presencial,Não tem (Presencial),
Cadastro de Construtor Funerário,Secretaria de Serviços Urbanos e Zeladoria,Presencial,,Prefeitura,Serviços Urbanos e Zeladoria,Serviço,Presencial,Não tem (Presencial),
Cadastro de Zelador Funerário,Secretaria de Serviços Urbanos e Zeladoria,Presencial,,Prefeitura,Serviços Urbanos e Zeladoria,Serviço,Presencial,Não tem (Presencial),
Coleta de Lixo,Secretaria de Serviços Urbanos e Zeladoria,Presencial,,Prefeitura,Serviços Urbanos e Zeladoria,Serviço,Presencial,Não tem (Presencial),
Concessão de Nicho,Secretaria de Serviços Urbanos e Zeladoria,Presencial,,Prefeitura,Serviços Urbanos e Zeladoria,Serviço,Presencial,Não tem (Presencial),
Concessão de Sepultura,Secretaria de Serviços Urbanos e Zeladoria,Presencial,,Prefeitura,Serviços Urbanos e Zeladoria,Serviço,Presencial,Não tem (Presencial),
Inclusão de Auxiliares de Empreiteiros e Zeladores Funerários,Secretaria de Serviços Urbanos e Zeladoria,Presencial,,Prefeitura,Serviços Urbanos e Zeladoria,Serviço,Presencial,Não tem (Presencial),
Permissão de Uso de Nicho,Secretaria de Serviços Urbanos e Zeladoria,Presencial,,Prefeitura,Serviços Urbanos e Zeladoria,Serviço,Presencial,Não tem (Presencial),
Renovação de Cadastro de Construtor Funerário,Secretaria de Serviços Urbanos e Zeladoria,Presencial,,Prefeitura,Serviços Urbanos e Zeladoria,Serviço,Presencial,Não tem (Presencial),
Renovação de Cadastro de Zelador Funerário,Secretaria de Serviços Urbanos e Zeladoria,Presencial,,Prefeitura,Serviços Urbanos e Zeladoria,Serviço,Presencial,Não tem (Presencial),
Transferência de Título de Concessão de Sepultura ou de Nicho,Secretaria de Serviços Urbanos e Zeladoria,Presencial,,Prefeitura,Serviços Urbanos e Zeladoria,Serviço,Presencial,Não tem (Presencial),
Transformação e Permuta de Concessão de Sepultura,Secretaria de Serviços Urbanos e Zeladoria,Presencial,,Prefeitura,Serviços Urbanos e Zeladoria,Serviço,Presencial,Não tem (Presencial),
Traslado de Restos Mortais,Secretaria de Serviços Urbanos e Zeladoria,Presencial,,Prefeitura,Serviços Urbanos e Zeladoria,Serviço,Presencial,Não tem (Presencial),
Alteração da Data de Vencimento,Serviço Municipal de Águas e Esgotos,Presencial,,SEMAE,SEMAE,Serviço,Presencial,Não tem (Presencial),
Alteração de Endereço de Entrega,Serviço Municipal de Águas e Esgotos,Presencial,,SEMAE,SEMAE,Serviço,Presencial,Não tem (Presencial),
Cancelamento da Ligação,Serviço Municipal de Águas e Esgotos,Presencial,,SEMAE,SEMAE,Serviço,Presencial,Não tem (Presencial),
Certidão de Aprovação de Projetos,Serviço Municipal de Águas e Esgotos,Presencial,,SEMAE,SEMAE,Serviço,Presencial,Não tem (Presencial),
Certidão de Diretrizes,Serviço Municipal de Águas e Esgotos,Presencial,,SEMAE,SEMAE,Serviço,Presencial,Não tem (Presencial),
Certidão de Liberação,Serviço Municipal de Águas e Esgotos,Presencial,,SEMAE,SEMAE,Serviço,Presencial,Não tem (Presencial),
Conta de Água em Débito Automático,Serviço Municipal de Águas e Esgotos,Presencial,,SEMAE,SEMAE,Serviço,Presencial,Não tem (Presencial),
Entrega de Água por Caminhão Pipa,Serviço Municipal de Águas e Esgotos,Presencial,,SEMAE,SEMAE,Serviço,Presencial,Não tem (Presencial),
Inativação da Ligação,Serviço Municipal de Águas e Esgotos,Presencial,,SEMAE,SEMAE,Serviço,Presencial,Não tem (Presencial),
Ligação de Água,Serviço Municipal de Águas e Esgotos,Presencial,,SEMAE,SEMAE,Serviço,Presencial,Não tem (Presencial),
Ligação de Esgoto,Serviço Municipal de Águas e Esgotos,Presencial,,SEMAE,SEMAE,Serviço,Presencial,Não tem (Presencial),
Ligação Provisória de Água,Serviço Municipal de Águas e Esgotos,Presencial,,SEMAE,SEMAE,Serviço,Presencial,Não tem (Presencial),
Limpeza de Fossa Sépticas,Serviço Municipal de Águas e Esgotos,Presencial,,SEMAE,SEMAE,Serviço,Presencial,Não tem (Presencial),
Parcelamento de Débitos,Serviço Municipal de Águas e Esgotos,Presencial,,SEMAE,SEMAE,Serviço,Presencial,Não tem (Presencial),
Poços Artesianos e Captação de Água,Serviço Municipal de Águas e Esgotos,Presencial,,SEMAE,SEMAE,Serviço,Presencial,Não tem (Presencial),
Verificação de Qualidade da Água,Serviço Municipal de Águas e Esgotos,Presencial,,SEMAE,SEMAE,Serviço,Presencial,Não tem (Presencial),
ISS/CADASTRO: Acesso para Escritórios Contábeis,Secretaria de Finanças,Online,https://online.mogidascruzes.sp.gov.br/intranet/?page=intranet/pc&p=drmw06,Prefeitura,Finanças,Serviço,Serviços Online (DRTI),Próprio,
ISS/CADASTRO: Assuntos Diversos de ISSQN,Secretaria de Finanças,Online,http://online.pmmc.com.br/servicos/?page=servicos/pc&p=issw906,Prefeitura,Finanças,Serviço,Serviços Online (DRTI),Próprio,
ISS/CADASTRO: Autenticação de Certidão Negativa,Secretaria de Finanças,Online,https://online.pmmc.com.br/servicos/?page=servicos/pc&p=drmw10&op=autentica,Prefeitura,Finanças,Serviço,Serviços Online (DRTI),Próprio,
Plataforma de Viabilidade - REDESIM,Secretaria de Finanças,Online,https://viabilidade.mogidascruzes.sp.gov.br/incomodidade_2/plataforma_viabilidade/#/login,Prefeitura,Finanças,Serviço,Serviços Online (DRTI),Próprio,
IPTU: Certidão Negativa em Nome (rol nominal),Secretaria de Finanças,"Online, Presencial",https://online.mogidascruzes.sp.gov.br/servicos/?page=servicos/pc&p=stmw52b&op=inscricao,Prefeitura,Finanças,Serviço,Serviços Online (DRTI),Próprio,
IPTU: Diferença de Pagamentos de Tributos Imobiliários (Pago a Menor),Secretaria de Finanças,"Online, Presencial",https://online.mogidascruzes.sp.gov.br/servicos/?page=servicos/pc&p=stmw902&op=inscricao,Prefeitura,Finanças,Serviço,Serviços Online (DRTI),Próprio,
Eleições CIPA 2025-2027,Secretaria de Gestão e Contratações Públicas,Online,https://online.mogidascruzes.sp.gov.br/sis/eleicoescipapmmc2025/index.php,Prefeitura,Gestão e Contratações Públicas,Serviço,Serviços Online (DRTI),Próprio,
Intranet,Secretaria de Gestão e Contratações Públicas,Online,https://online.mogidascruzes.sp.gov.br/intranet/,Prefeitura,Gestão e Contratações Públicas,Informação,Serviços Online (DRTI),Próprio,
Portal de Avaliações RH,Secretaria de Gestão e Contratações Públicas,Online,https://avaliacoesrh.mogidascruzes.sp.gov.br/sec_Login/,Prefeitura,Gestão e Contratações Públicas,Serviço,Serviços Online (DRTI),Próprio,
Consulta ao Alvará de Construção de Obras Particulares,Secretaria de Planejamento e Urbanismo,Online,https://drti.mogidascruzes.sp.gov.br/smpu/alvara/,Prefeitura,Planejamento e Urbanismo,Serviço,Serviços Online (DRTI),Próprio,
GeoMogi - Sistema de Informações Urbanas Municipais,Secretaria de Planejamento e Urbanismo,Online,https://geomogi.mogidascruzes.sp.gov.br/,Prefeitura,Planejamento e Urbanismo,Serviço,Serviços Online (DRTI),Próprio,
Agendamento de Vacinas,Secretaria de Saúde e Bem-Estar,Online,https://vacina.mogidascruzes.sp.gov.br/,Prefeitura,Saúde e Bem-Estar,Serviço,Serviços Online (DRTI),Próprio,
Consulta a Localização de Sepultados,Secretaria de Serviços Urbanos e Zeladoria,Online,http://online.pmmc.com.br/servicos/?page=servicos/pc&p=cemw020&op=sepultado,Prefeitura,Serviços Urbanos e Zeladoria,Serviço,Serviços Online (DRTI),Próprio,
"Dívida Ativa: 2ª via, Consulta e Parcelamento",Secretaria de Assuntos Jurídicos e Relações Institucionais,Online,https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=ServicosWebSite,Prefeitura,Assuntos Jurídicos e Relações Institucionais,Serviço,SIL Tecnologia,Terceirizado,
Cadastro CCM: 2ª Via da Notificação de Tributos Mobiliários,Secretaria de Finanças,Online,https://servicos.mogidascruzes.sp.gov.br/tbw/loginCNPJContribuinte.jsp?execobj=ContribuintesWebRelacionados,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
Cadastro CCM: Acesso ao Portal / Sistema de Cadastro Mobiliário Eletrônico,Secretaria de Finanças,Online,https://ccm.mogidascruzes.sp.gov.br/,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
Cadastro CCM: Alteração no Cadastro de Contribuintes Mobiliários,Secretaria de Finanças,Online,https://servicos.mogidascruzes.sp.gov.br/tbw/loginCNPJContribuinte.jsp?execobj=ContribuintesWebRelacionados,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
Cadastro CCM: Certidão Negativa de Débitos,Secretaria de Finanças,Online,https://servicos.mogidascruzes.sp.gov.br/tbw/loginCNPJContribuinte.jsp?execobj=ContribuintesWebRelacionados,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
Cadastro CCM: Consulta / Inscrição do CCM via Integração VRE-REDESIM,Secretaria de Finanças,Online,https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=ServicoCadastroPrevioSolicitarBusca,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
Cadastro CCM: Consulta do pedido CCM via VRE-REDESIM,Secretaria de Finanças,Online,https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=ServicoCadastroPrevioSolicitarBusca,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
Cadastro CCM: Consulta Pública ao Cadastro Mobiliário,Secretaria de Finanças,Online,https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=ServicosWebSite&tab=tabcomproinsccadastral,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
Cadastro CCM: Pedido de Cancelamento de Inscrição,Secretaria de Finanças,Online,http://servicos.mogidascruzes.sp.gov.br/tbw/loginCNPJContribuinte.jsp?execobj=ContribuintesWebRelacionados,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
Construção Civil: 2ª Via de Notificação do ISS sobre a Construção Civil,Secretaria de Finanças,Online,https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=ServicosWebSite,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
IPTU: Consulta Posição Financeira do Imóvel (Extrato de pagamento),Secretaria de Finanças,Online,https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=ServicosWebSite,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
ISS/CADASTRO: Nota Fiscal Eletrônica,Secretaria de Finanças,Online,https://servicos.mogidascruzes.sp.gov.br/tbw/loginCNPJContribuinte.jsp?execobj=ContribuintesWebRelacionados,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
ISS/CADASTRO: Nota Fiscal Eletrônica: Acesso Especial Gráficas,Secretaria de Finanças,Online,https://servicos.mogidascruzes.sp.gov.br/tbw/loginCNPJContribuinte.jsp?execobj=GraficaAIDFLista,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
ISS/CADASTRO: Nota Fiscal Eletrônica: Declaração Eletrônica (ISS Web),Secretaria de Finanças,Online,https://servicos.mogidascruzes.sp.gov.br/tbw/loginCNPJContribuinte.jsp?execobj=ContribuintesWebRelacionados,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
ISS/CADASTRO: Nota Fiscal Eletrônica: Emissão Guia de Recolhimento (Auto de Infração),Secretaria de Finanças,Online,https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=ServicoPesquisaAutoInfracao,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
ISS/CADASTRO: Serviços ao Contribuinte com C.C.M.,Secretaria de Finanças,Online,https://servicos.mogidascruzes.sp.gov.br/tbw/loginCNPJContribuinte.jsp?execobj=ContribuintesWebRelacionados,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
ISS/CADASTRO: Validação da Nota Fiscal Eletrônica,Secretaria de Finanças,Online,https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=NFSENotaFiscalBuscarDireto,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
ITBI: Emissão de Guia para Recolhimento,Secretaria de Finanças,Online,https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=ServicosWebSite,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
Cadastro CCM: Cadastro de Prestador de Serviço (ISS) de Fora do Município,Secretaria de Finanças,"Online, Presencial",https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=NaoSouCadastrado&app=PrestFora,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
Cadastro CCM: Cadastro de Tomador de Serviço (ISS) de Fora do Município,Secretaria de Finanças,"Online, Presencial",https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=NaoSouCadastrado&app=Tomador,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
Cadastro CCM: Inscrição no CCM,Secretaria de Finanças,"Online, Presencial",https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=ServicoCadastroPrevioSolicitar,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
Cadastro CCM: Inscrição de Microempreendedores Individuais (MEI),Secretaria de Finanças,"Online, Presencial",https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=ServicoCadastroPrevioSolicitar,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
IPTU: 2ª Via de Conta,Secretaria de Finanças,"Online, Presencial",https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=ServicosWebSite,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
IPTU: Certidão de Valor Venal de Exercícios Anteriores,Secretaria de Finanças,"Online, Presencial",https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=ServicosWebSite,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
IPTU: Certidão de Valor Venal Relativo ao Ano Corrente,Secretaria de Finanças,"Online, Presencial",https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=ServicosWebSite,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
IPTU: Certidão Negativa de Débitos ou Positiva com efeito de Negativa,Secretaria de Finanças,"Online, Presencial",https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=ServicosWebSite,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
IPTU: Consulta aos Dados do Cadastro Imobiliário (Espelho do IPTU),Secretaria de Finanças,"Online, Presencial",https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=ServicosWebSite,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
ITBI: Certidão de Quitação,Secretaria de Finanças,"Online, Presencial",https://servicos.mogidascruzes.sp.gov.br/tbw/loginWeb.jsp?execobj=ServicosWebSite,Prefeitura,Finanças,Serviço,SIL Tecnologia,Terceirizado,
"Iluminação Pública: Troca de Lâmpadas Queimadas, Quebradas e com Defeitos",Secretaria de Obras e Infraestrutura,Online,https://mogiiluminada.cidadeiluminada.com.br/#/,Prefeitura,Obras e Infraestrutura,Serviço,Sistema RM,Terceirizado,
Agendamento de Férias,Secretaria de Gestão e Contratações Públicas,Online,https://servicossmar.mogidascruzes.sp.gov.br/atendimentointerno/#!/login,Prefeitura,Gestão e Contratações Públicas,Serviço,SMARSA,Terceirizado,
Demonstrativo de Pagamento,Secretaria de Gestão e Contratações Públicas,Online,https://servicossmar.mogidascruzes.sp.gov.br/atendimentointerno/#!/login,Prefeitura,Gestão e Contratações Públicas,Serviço,SMARSA,Terceirizado,
Gestão de Materiais e Patrimônios,Secretaria de Gestão e Contratações Públicas,Online,http://materiais.mogidascruzes.sp.gov.br/,Prefeitura,Gestão e Contratações Públicas,Informação,SMARSA,Terceirizado,
Protocolo Geral Interno,Secretaria de Gestão e Contratações Públicas,Online,https://servicossmar.mogidascruzes.sp.gov.br/,Prefeitura,Gestão e Contratações Públicas,Serviço,SMARSA,Terceirizado,
Programa Criança Feliz - Primeira Infância do SUAS,Secretaria de Assistência Social,"Online, Presencial",,Prefeitura,Assistência Social,Serviço,Telefone,Próprio,
Abordagem Social Especializada em Crianças e Adolescentes,Secretaria de Assistência Social,Presencial,,Prefeitura,Assistência Social,Serviço,Telefone,Próprio,
Denúncia sobre a Lei Seca,Secretaria de Segurança,Telefone,,Prefeitura,Segurança,Serviço,Telefone,Próprio,
Adote uma Praça,Secretaria de Serviços Urbanos e Zeladoria,Telefone,,Prefeitura,Serviços Urbanos e Zeladoria,Serviço,Telefone,Próprio,
Utilização das Salas de Reunião,Secretaria de Desenvolvimento Econômico e Trabalho,"Presencial, Telefone",,Prefeitura,Desenvolvimento Econômico e Trabalho,Serviço,Telefone ou e-mail,Próprio,
Utilização do Espaço de Coworking e Cabines Acústicas,Secretaria de Desenvolvimento Econômico e Trabalho,"Presencial, Telefone",,Prefeitura,Desenvolvimento Econômico e Trabalho,Serviço,Telefone ou e-mail,Próprio,
Utilização do Estúdio Audiovisual,Secretaria de Desenvolvimento Econômico e Trabalho,"Presencial, Telefone",,Prefeitura,Desenvolvimento Econômico e Trabalho,Serviço,Telefone ou e-mail,Próprio,
